"Site_id","Longitude","Latitude","year","min_date","max_date","avg_salinity..ppt.","std_deviation_salinity..ppt.","min_salinity..ppt.","max_salinity..ppt.","avg_adj_water_elev_datum.ft.","std_deviation_adj_water_elev_datum.ft.","min_adj_water_elev_datum.ft.","max_adj_water_elev_datum.ft.","avg_adj_water_elev_to_marsh.ft.","std_deviation_adj_water_elev_to_marsh..ft.","min_adj_water_elev_to_marsh.ft.","max_adj_water_elev_to_marsh.ft.","avg_water_temperature..C.DegC.","std_deviation_water_temperature..C.DegC.","min_temperature..C.DegC.","max_temperature..C.DegC.","percent_salinity_complete","percent_water_level_complete","GEOID"
"CRMS2862-H01",-91.07733,29.5497,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.248916419631721,0.0552261515749186,0.12,0.45,1.88759648244378,0.556429967816061,0.24,2.88,NA,NA,NA,NA,21.9155514962762,6.50301773686341,9.67,32.17,99.97717,99.97717,"GEOID99   "
"CRMS2862-M01",-91.07751,29.5495,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.461599951536749,0.181330778626818,0.15,1.07,1.81036504096797,0.56039407481194,0.24,2.88,0.296035423789524,0.27449296296511,-0.19,1.31,19.963153163973,5.60026796082206,4.89,29.36,95.25114,85.68493,"GEOID99   "
"CRMS2881-H01",-91.01202,29.47247,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.269806497133637,0.0858873682858182,0.08,0.68,1.62019773569316,0.528033650020438,0.25,2.6,NA,NA,NA,NA,23.2746963320479,6.17161065101693,9.99,33.27,80.82192,80.82192,"GEOID99   "
"CRMS2881-M01",-91.01252,29.4725,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,1.60611754333309,0.522751262330977,0.25,2.6,0.178135201722288,0.402162057561025,-0.76,1.26,NA,NA,NA,NA,0,80.79909,"GEOID99   "
"CRMS2887-H01",-90.91537,29.52121,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.243788103467866,0.0881695250365329,0.09,0.66,2.07250256646046,0.493379823905247,0.68,2.96,NA,NA,NA,NA,22.4544194575681,6.28672324461186,9.44,32.47,99.98859,99.98859,"GEOID99   "
"CRMS2887-M01",-90.91507,29.52089,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,2.0724074896842,0.493553767443607,0.68,2.96,0.298135270877993,0.463941702724484,-1.03,1.25,NA,NA,NA,NA,0,99.95434,"GEOID99   "
"CRMS2939-M01",-90.57509,29.59762,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.373398298289193,0.162849512142579,0.05,0.69,1.68585913272767,0.442929856740813,0.63,3.07,0.0958869861736553,0.238580330284105,-0.52,1.39,20.5181281358779,3.88688862298356,11.12,25.71,97.81963,92.54566,"GEOID99   "
"CRMS2939-W01",-90.57516,29.59759,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,1.70012826650791,0.45172132822483,0.63,3.07,NA,NA,NA,NA,NA,NA,NA,NA,0,92.55708,"GEOID99   "
"CRMS2991-M01",-90.44581,29.63686,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.183273077554616,0.0249281608375224,0.15,0.26,1.76357713446651,0.425323560114011,1.05,3.05,0.414880818883596,0.374680618435804,-0.14,1.62,19.8558870426008,3.36189877871458,11.98,23.9,71.35845,71.3242,"GEOID99   "
"CRMS2991-W01",-90.44579,29.6369,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,1.76363038980484,0.425326151495926,1.05,3.05,NA,NA,NA,NA,NA,NA,NA,NA,0,71.34703,"GEOID99   "
"CRMS3054-H01",-90.35783,29.7219,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.281755908279556,0.131182282747997,0.06,1.14,1.19703356839408,0.522304050940586,-0.47,3.05,0.0162856814028922,0.522234426483573,-1.65,1.87,22.8770761575883,6.78828837747353,8.08,35.53,99.98859,99.97717,"GEOID99   "
"CRMS3136-H01",-90.63869,29.94954,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.154013325589433,0.0517331538479997,0.02,0.36,1.33878404631741,0.562933484801316,-0.13,2.79,0.178759912525771,0.562948285117348,-1.29,1.63,23.3001586421575,6.89785218273516,7.62,36.52,94.23516,99.32648,"GEOID99   "
"CRMS3166-H01",-90.28905,29.8589,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.182529681148305,0.0304758133363991,0.06,0.29,1.92940410767006,0.773223161349684,0.18,3.47,NA,NA,NA,NA,21.9193584365932,6.5420582105195,6.7,34.6,100,100,"GEOID99   "
"CRMS3166-M01",-90.2885,29.85861,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.30717123444426,0.0234741059805428,0.17,0.36,1.92940410767006,0.773223161349684,0.18,3.47,0.76859290939087,0.659834860518899,-0.49,2.05,20.782030813117,2.87563148009227,15.68,25.21,100,100,"GEOID99   "
"CRMS3169-H01",-90.27183,29.88894,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.184601883442821,0.0280459299743195,0.07,0.33,2.19009360915314,0.701184060313369,0.63,3.7,NA,NA,NA,NA,19.3048801401979,8.09356788969457,4.57,35.21,98.20776,100,"GEOID99   "
"CRMS3169-M01",-90.27206,29.8889,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.561052510907797,0.13387925761696,0.16,0.78,2.19009360915314,0.701184060313369,0.63,3.7,0.818772831096709,0.664852932871275,-0.43,2.27,19.1149429518338,3.87292403250689,12.58,24.92,100,100,"GEOID99   "
"CRMS3296-H01",-90.47901,29.38404,2009,"5/15/2009 2:00:00 PM","12/31/2009 11:00:00 PM",12.2563345366318,2.63355786237502,3.89,20.66,1.60149905406967,0.597491828710235,-0.11,3.9,0.121391304422853,0.597600159893124,-1.59,2.42,25.0101320077023,6.65524245669963,7.59,35.05,63.12785,60.38813,"GEOID99   "
"CRMS3296-W01",-90.47916,29.38985,2009,"1/1/2009 12:00:00 AM","5/15/2009 1:00:00 PM",NA,NA,NA,NA,1.06674324919225,0.674651012464445,-0.04,3.26,-0.0814631186810077,0.674998859610362,-1.19,2.11,NA,NA,NA,NA,0,28.32192,"GEOID99   "
"CRMS3565-W01",-90.10221,29.49881,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,1.43172949395252,0.378353388911262,0.65,3,0.336729494862574,0.378353389004069,-0.445,1.905,NA,NA,NA,NA,0,99.93151,"GEOID99   "
"CRMS3590-H01",-89.94994,29.48392,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",6.57816758401654,3.18289310076907,0.49,19.39,1.23889066929549,0.643231404526131,-0.99,3.54,-0.109648540465702,0.643402320719934,-2.34,2.19,22.9683719588028,6.72155074666579,3.74,35.19,99.86301,99.71461,"GEOID99   "
"CRMS3601-H01",-89.94758,29.57419,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",5.67943268968663,2.93651760953904,0.6,14.55,1.30811134935965,0.484677162965711,0.22,2.96,-0.123145954893945,0.484859587890127,-1.21,1.529,24.2904276328997,6.99383747385983,-2.43,37.7,74.45206,74.22375,"GEOID99   "
"CRMS3617-H01",-89.91437,29.54706,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",6.53011959558824,3.35264521251012,0.84,15.64,1.25444405820707,0.546564077794916,-0.32,3.11,0.271228495447401,0.546765813268797,-1.3,2.13,22.9951450055528,6.86186889192361,-1.14,37.76,99.26941,98.86986,"GEOID99   "
"CRMS3626-H01",-89.85408,30.10783,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",6.16174221165543,0.89971945618037,1.23,8.49,0.55430532909053,0.69048540177994,-1.21,3.73,-0.515123283336533,0.69057750114086,-2.28,2.67,20.6051572392122,7.29602402748425,2.12,36.93,77.31735,77.31735,"GEOID99   "
"CRMS3639-H01",-89.85152,29.90462,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",5.49709927442366,2.50398324323905,0.13,13.33,1.02835992632617,0.489594062491972,-0.13,2.43,-0.297088673713698,0.48979810498978,-1.45,1.11,22.5943405176074,6.90993269447295,0.37,37.68,92.7968,87.2831,"GEOID99   "
"CRMS3641-H01",-89.85515,29.91845,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",3.07976419946945,1.73583630326632,0.37,10.92,1.18528987211072,0.539758921524951,-0.3,2.61,0.0852898718190745,0.539758920787983,-1.4,1.51,22.4551603964007,6.65665166824482,4.38,38.36,98.27626,98.05936,"GEOID99   "
"CRMS3650-H01",-89.82313,30.05654,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",6.96819754789905,1.66556631626223,2.38,13.53,0.720065097615987,0.832401071033394,-1.35,5.07,-0.768217221872482,0.832470130624984,-2.84,3.58,22.5072140299986,6.9034803813634,5.36,36.04,99.62328,99.95434,"GEOID99   "
"CRMS3664-H01",-89.826,29.91251,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",6.242197741296,2.19751796931694,0.63,13.06,1.13828591184302,0.523061388795145,-0.29,2.78,-0.0418723111014392,0.523184181196519,-1.47,1.6,23.2524450961011,7.11559342052665,0.61,35.2,82.89954,82.24886,"GEOID99   "
"CRMS3667-H01",-89.88454,30.25838,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",5.90026141585416,1.58729430005744,0.87,9.39,1.01438177847549,0.586074647576946,0.1,3.66,0.0730060509791255,0.586340650066801,-0.84,2.72,22.2622168857213,7.1186619299299,4.03,36.56,100,99.98859,"GEOID99   "
"CRMS3680-H01",-89.79216,29.51149,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",10.0004280739959,4.99806845645004,2.15,20.36,1.25343036453035,0.559892550618204,-0.15,3.31,-0.111930365609771,0.560181178071386,-1.52,1.95,23.2942751189345,6.39327911409938,6.96,35.67,99.73744,100,"GEOID99   "
"CRMS3784-H01",-89.6651,30.15728,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",6.97280319722772,3.12520386030659,0.54,15.35,0.654205662785274,0.667518053958526,-0.67,4.14,-0.0341888651980848,0.667764841157168,-1.36,3.45,22.5110749991935,7.15613296197,0.46,37.9,95.82191,95.13699,"GEOID99   "
"CRMS3800-H01",-89.66765,29.84062,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",7.37859328925198,2.50776241435005,2.64,12.9,0.607497534072728,0.638336608179596,-0.77,3.85,0.266310424049315,0.6384902696894,-1.11,3.51,25.1288243969268,6.2874269963233,8.57,34.63,69.38356,69.42922,"GEOID99   "
"CRMS3913-H01",-90.47824,30.16551,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",1.22476989505071,0.447734835389102,0.09,2.44,0.775262249491411,0.73241477176716,-1.8,2.79,-0.414737749835148,0.7324147719703,-2.99,1.6,19.1913305086193,6.01503616701417,4.9,29.99,65.98174,99.24657,"GEOID99   "
"CRMS3985-H01",-90.14982,29.7182,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.821263280674296,0.626414797015144,0.2,3.85,1.24314677257991,0.528538944459086,-0.44,2.82,0.273981724445017,0.528923818560188,-1.41,1.86,22.8599634493507,6.72045686845818,7.47,34.4,99.94292,99.94292,"GEOID99   "
"CRMS4014-H01",-91.32302,29.54857,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.17226484049724,0.0401277580784934,0.08,0.37,1.21398630065048,0.682415723736565,-0.97,3.39,-0.267013698436023,0.6824157241441,-2.451,1.909,20.5133926917429,7.31888279225701,6.9,31.73,100,100,"GEOID99   "
"CRMS4016-H01",-91.3857,29.56284,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.175698619539753,0.0415080125530729,0.1,0.3,1.61104180852408,0.658946766740387,-0.47,3.59,0.00716563830831336,0.65877441617923,-2.07,1.986,21.414750971586,6.80383239345049,7.8,32,99.9201,99.93151,"GEOID99   "
"CRMS4045-H01",-91.0103,29.38002,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.806856818345991,0.900202242233286,0.25,11.39,1.30602383863366,0.522981742505939,-0.48,2.85,-0.465976160054823,0.522981743765723,-2.252,1.078,25.1693344593928,6.15437759520124,8.99,35.03,80.44521,80.44521,"GEOID99   "
"CRMS4094-H01",-90.15075,30.3896,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",2.06779109450572,0.908035781699665,0,5.75,1.11711643700909,0.721403136355465,-1.59,3.76,-0.309446346792754,0.721704339121758,-3.01,2.33,22.129465746553,7.02517869206452,4.95,34.15,100,100,"GEOID99   "
"CRMS4103-H01",-90.03873,29.65774,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",2.01230599920189,1.5772362771308,0.4,8.1,1.25695646807413,0.564408600282324,-0.46,2.95,0.0295500118677398,0.564861495827536,-1.69,1.73,22.9113071687241,6.20370497206085,9.93,37.6,93.11644,93.35616,"GEOID99   "
"CRMS4107-H01",-89.85229,30.05423,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",5.90699630426422,1.87648859697584,3.23,10.93,0.622446851208649,0.465380911943816,-0.23,2.36,0.232432325110262,0.465393883633909,-0.62,1.97,22.3623475014203,6.67748689254205,6.64,35.24,86.46119,86.44978,"GEOID99   "
"CRMS4110-H01",-89.66665,30.20191,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.40967558889334,0.860643573202444,0,13.02,0.804736585355955,0.624488118767209,-0.34,3.95,-0.555481201311983,0.624478167855307,-1.7,2.59,22.1407952201091,7.17704372743551,0.22,36.58,92.54566,93.8242,"GEOID99   "
"CRMS4218-H01",-90.16483,29.56345,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",1.10486476457864,1.09719165009778,0.13,8.99,1.201060586837,0.452109555449705,0.22,2.89,0.0857036591099098,0.452469034134295,-0.89,1.78,22.6063447474141,7.17894470748331,0.91,38.17,94.121,95.1484,"GEOID99   "
"CRMS4245-H01",-90.13435,29.67281,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.638394857514005,0.443079131354544,0.15,3.53,1.38514493680399,0.409836495779517,0.54,2.86,NA,NA,NA,NA,22.4418426724222,7.48660321928573,-1.2,38.41,89.68037,89.39497,"GEOID99   "
"CRMS4355-H01",-89.82339,29.84134,2009,"1/21/2009 3:00:00 PM","12/31/2009 11:00:00 PM",1.66021544218092,0.71648665801252,0.46,3.86,0.9271309286832,0.593349388462765,-0.59,3.14,NA,NA,NA,NA,23.4125314652054,6.5633388169771,6.91,35.18,94.31507,94.3379,"GEOID99   "
"CRMS4355-M01",-89.82399,29.84037,2009,"2/18/2009 2:00:00 PM","12/31/2009 11:00:00 PM",2.86843820566988,0.721047914108397,0.7,4.91,0.83292618906422,0.518191189587139,-0.49,2.87,-0.233458801149303,0.353857667673505,-1.57,1.33,20.9246891296758,3.40729040603666,13.47,26.77,60.9589,60.93608,"GEOID99   "
"CRMS4406-H01",-89.72724,30.20271,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",4.1874612728576,2.55454764203464,0.49,15.7,0.651860319759356,0.636865037790661,-1.11,3.6,-0.108154672402088,0.636870535134164,-1.87,2.84,22.3241079482271,7.57622284581956,1.07,37.24,91.36986,91.36986,"GEOID99   "
"CRMS4407-H01",-89.73118,30.22245,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",2.12616475336279,1.97423464530281,0.05,10.69,0.936562412728522,0.521973180148088,0.23,2.93,-0.403455576890347,0.521964456899906,-1.11,1.59,22.4335937622866,7.83986227677681,-2.25,39.71,84.53196,82.48859,"GEOID99   "
"CRMS4448-H01",-89.23348,29.21352,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.376010291822779,0.431956851745212,0.13,3.79,2.40360818765819,0.620406135015748,0.65,7.38,1.00561184690642,0.620469333416768,-0.75,5.98,19.1385730593716,8.1639141027818,1.63,34.36,99.82877,99.81735,"GEOID99   "
"CRMS4455-H01",-90.94726,29.2589,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",7.92175588679182,4.37009990363003,0.9,21.61,1.11027553769627,0.575529564697237,-0.05,3.13,0.00193959825196295,0.575794593067834,-1.16,2.02,23.4245070283032,6.18697130883135,5.4,36.51,95.11415,94.87443,"GEOID99   "
"CRMS4529-H01",-89.82163,29.47061,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",11.1022959276845,4.23277950745124,3.4,19.91,1.05788155099176,0.669247804810909,-0.68,3.65,-0.532118448075204,0.669247805230362,-2.27,2.06,23.053625569877,6.87791747443181,4.1,37.71,99.29224,98.88128,"GEOID99   "
"CRMS4548-H01",-89.6683,29.86132,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",8.8400194632371,1.80426476441171,3.32,14.36,0.714248395605588,0.837121012191276,-1.06,5.93,0.0177337304718014,0.848385856377269,-1.89,5.25,22.6689326437913,6.80217110762828,2.43,36.79,99.7032,99.6347,"GEOID99   "
"CRMS4551-H01",-89.60373,29.85279,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",9.58661924342188,1.485965612006,4.82,16.24,1.00182987662144,0.811702730020343,-0.84,5.92,0.170154883489041,0.805238812020613,-1.68,5.08,23.3524069117813,6.60586371191027,5.01,35.76,91.4726,91.39269,"GEOID99   "
"CRMS4557-H01",-89.57311,29.82412,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",13.7387437630164,4.00348207663764,4.35,29.27,0.852694546962452,0.815909464986409,-0.96,5.79,-0.141472507156006,0.815958972805978,-1.96,4.79,22.8422298635235,6.79433371720132,0.41,36.82,98.41324,97.99087,"GEOID99   "
"CRMS4572-H01",-89.48127,30.05706,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",10.596592415297,3.07947434852909,4.06,21.04,0.504352940598142,0.786536425236163,-1.7,4.69,0.0762238725002904,0.786640534227929,-2.13,4.26,22.3681542038713,6.96436368643448,4.62,35.68,99.93151,99.94292,"GEOID99   "
"CRMS4596-H01",-89.45148,30.05573,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",11.5578884179778,3.40521930754455,5.17,21.77,0.403974227509604,0.783856535463146,-1.97,3.22,-0.254290526132468,0.783897672282498,-2.63,2.57,23.9741133408345,6.44069068499452,6.9,34.37,77.95662,77.95662,"GEOID99   "
"CRMS4626-H01",-89.19777,29.33743,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",2.29628247414636,3.15918590762207,0.14,25.38,1.96054318309705,0.712395925155608,0.17,7.97,0.137344804192439,0.712205124679316,-1.65,6.14,24.37543406129,6.65551557939529,6.75,37.75,69.42922,67.67123,"GEOID99   "
"CRMS4690-H01",-90.03955,29.49855,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",4.22265296965565,2.83564642252709,0.25,17.82,1.05587959712827,0.558779605952405,-0.71,2.99,0.0956305690524218,0.558968849209313,-1.67,2.03,22.8607123237767,6.91074069465624,3.58,36.29,100,99.93151,"GEOID99   "
"CRMS4779-H01",-91.4476,29.64139,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.183675450643579,0.106225484102299,0.05,0.54,2.51743344598751,0.620288962107029,0.7,4.12,0.801545280984535,0.620337625999221,-1.016,2.41,21.8743550667109,6.11754075007802,7.11,32.37,90.53653,89.62329,"GEOID99   "
"CRMS4782-H01",-91.44238,29.6648,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.147327093690347,0.0344457485637982,0.07,0.27,2.72458528222451,0.845648378320306,0.3,4.56,-0.192847113858994,0.846097071449793,-2.62,1.64,20.3465288629522,7.81937765665061,6.43,31.25,87.80822,87.80822,"GEOID99   "
"CRMS4808-H01",-91.41545,29.63541,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.288961169966489,0.18333399276608,0.06,1.25,2.31706394316615,0.77670604879669,0.64,4.41,0.256823053600417,0.776920136665028,-1.42,2.35,20.9489334310117,5.92846639570043,6.71,31.82,90.54794,90.5137,"GEOID99   "
"CRMS4809-W01",-91.41867,29.64859,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,2.65838177070439,0.706031373802693,1.05,4.71,0.78524260630209,0.706109846552923,-0.82,2.83,NA,NA,NA,NA,0,89.16666,"GEOID99   "
"CRMS4900-H01",-91.25919,29.63488,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.158048263906808,0.0330929392604819,0.07,0.23,2.65498806601398,0.960752518587649,0.59,5.2,0.674724211063294,0.960995247851405,-1.39,3.22,20.4793198129537,8.01543374705788,5.99,31.64,86.09589,86.09589,"GEOID99   "
"CRMS4938-H01",-91.32386,29.61581,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.153940921849116,0.0361806499462192,0.07,0.23,2.30202438306514,0.787898907094495,0.07,4.4,0.0405837531703611,0.788257778575988,-2.19,2.14,19.7279087975944,7.81588784209072,6.31,31.21,97.38585,97.38585,"GEOID99   "
"CRMS5003-H01",-91.2892,29.62409,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.150222679927045,0.0312505203507152,0.07,0.22,2.3560351723818,0.903430392061588,-0.09,4.73,1.06194929660419,0.90361889862586,-1.38,3.43,19.8782368394029,7.78501465189258,6.18,32.06,99.96575,99.96575,"GEOID99   "
"CRMS5035-H01",-91.03683,29.62449,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.145646046661862,0.0352038319454256,0.04,0.24,2.16621639001341,0.585451761792632,0.57,3.2,0.595998433109104,0.585767442715131,-1.01,1.63,20.5732236967732,6.88948229790251,8.01,32.89,87.46575,87.46575,"GEOID99   "
"CRMS5116-W01",-90.91169,29.97346,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,2.84020214909394,0.658022594645207,1.14,4.34,0.600202147200722,0.65802259338242,-1.1,2.1,NA,NA,NA,NA,0,99.95434,"GEOID99   "
"CRMS5167-H01",-90.77852,30.14325,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.377233720008436,0.298624801668451,0.05,1.78,0.979452718119996,0.825283294647139,-1.5,3.02,-0.138469483454772,0.82600756232963,-2.62,1.91,21.5043735017385,6.9167220152069,7.97,35.26,90.45662,85.10274,"GEOID99   "
"CRMS5255-H01",-90.60126,30.19286,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.807775625952051,0.575674959613307,0.05,3.03,1.12074660217438,0.639120524284732,0.05,2.81,0.210688021916222,0.639180321578319,-0.86,1.9,22.7800139001103,7.32142639088208,-0.83,38.78,94.32648,91.58675,"GEOID99   "
"CRMS5267-H01",-90.60223,30.29982,2009,"7/23/2009 2:00:00 PM","12/31/2009 11:00:00 PM",0.667844714925711,0.483427404722928,0.01,1.95,1.10603924500815,0.603070021488804,-0.46,2.67,0.455959204332352,0.603162990985234,-1.11,2.02,21.7206351572988,6.87397104867103,4.98,30.61,35.43379,44.21233,"GEOID99   "
"CRMS5373-H01",-90.63174,30.10149,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.425880600840503,0.253094114030466,0.09,1.4,1.22838865231008,0.738210088883286,-0.56,2.94,0.028660847926629,0.738275801131098,-1.76,1.74,21.113366225872,6.42826682380711,5.17,35.2,99.42923,99.39497,"GEOID99   "
"CRMS5414-H01",-90.63383,30.15833,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.788757061507642,0.475341181664609,0.08,2.59,1.24199831365541,0.670064454109041,-0.19,2.87,0.56361261508288,0.670673556312792,-0.87,2.19,22.3678400750973,7.22652941282293,0.34,41.84,94.96576,94.82877,"GEOID99   "
"CRMS5452-H01",-90.53034,30.36992,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.290676940181484,0.366703716449133,0,2.58,0.788678081206484,0.752979641363526,-1.77,2.88,0.0111130136745603,0.75396989698579,-2.55,2.1,22.0773287699103,6.977497618307,8.88,33.97,100,100,"GEOID99   "
"CRMS5536-W01",-91.13025,29.97048,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,1.79114658638193,0.388102817652169,1.14,2.78,1.93511904645625,0.427171211523508,1.23,2.87,NA,NA,NA,NA,0,47.19178,"GEOID99   "
"CRMS5672-W01",-90.84644,29.8687,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,2.00578196243676,0.652241785933629,0.48,4.28,1.02968493329051,0.652319979529597,-0.5,3.31,NA,NA,NA,NA,0,100,"GEOID99   "
"CRMS5770-W01",-90.90502,29.75824,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,2.39721283452046,0.463777424124136,1.69,4.34,0.556154373339666,0.463807702639952,-0.15,2.49,NA,NA,NA,NA,0,99.97717,"GEOID99   "
"CRMS5845-H01",-90.68334,30.18342,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.505668462069149,0.472574980952265,0.01,2.74,1.00799816531092,0.781826445466169,-1.06,2.91,0.225892058771197,0.781617123993513,-1.84,2.13,21.7663641564922,7.76947348160359,1.42,36.08,91.10731,99.62328,"GEOID99   "
"CRMS5858-H01",-90.68378,30.31839,2009,"1/1/2009 12:00:00 AM","7/23/2009 9:00:00 AM",0.0958063845510346,0.118576691513986,0,1.18,NA,NA,NA,NA,NA,NA,NA,NA,22.4174752414423,6.73070668043786,0.44,35.94,55.06849,0,"GEOID99   "
"CRMS5992-H01",-91.54103,29.77586,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.316284833215568,0.148322292223967,0.05,0.72,1.77804337749407,0.608989968301637,-0.47,3.01,1.46612671130745,0.608456680284993,-0.78,2.7,20.6904417879505,6.10225859076897,7.46,31.52,99.95434,100,"GEOID99   "
"CRMS6008-H01",-91.4805,29.63064,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.15392373687154,0.0384768208106834,0.06,0.31,2.08713700007006,0.642876215566423,-0.28,3.69,0.822032045386755,0.64305441129954,-1.55,2.42,21.7526754436249,6.91623801385402,7.67,32.76,91.90639,91.90639,"GEOID99   "
"CRMS6038-H01",-91.35257,29.60478,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.159249914813251,0.0363242794183034,0.07,0.27,2.07985583973104,0.732254491890618,0.03,4.07,-0.0133154263219371,0.732437366137769,-2.063,1.977,21.3482075481739,7.35739550786337,7.02,34.24,99.98859,92.6484,"GEOID99   "
"CRMS6042-W01",-91.35268,29.6378,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",NA,NA,NA,NA,2.50281763521149,0.687253266450874,1.26,4.54,0.216597636502687,0.687507280486274,-1.03,2.26,NA,NA,NA,NA,0,93.71004,"GEOID99   "
"CRMS6088-H01",-89.65804,30.3153,2009,"1/1/2009 12:00:00 AM","12/31/2009 11:00:00 PM",0.939705577790694,1.97845295199627,0,10.84,1.33204121496606,1.4242625581499,-1.18,6.35,0.0649792765810375,1.42461425929199,-2.44,5.08,20.9925618728198,6.58872016052177,0.36,32.83,99.258,99.15525,"GEOID99   "
