EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
135637,LOWER ST. BERNARD (ZONE), ,09-01-2008,0,Storm Surge/Tide, , ,0,0,1000000,0,LA,CST-6, ,23130,Z,70,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,A number of structures mainly located outside of the levee system experienced flooding.,"Hurricane Gustav emerged into the southeast Gulf of Mexico as a major category 3 hurricane on August 31st after developing in the Caribbean Sea and moving across western Cuba. Gustav tracked northwestward across the Gulf toward Louisiana and made landfall as a category 2 hurricane near Cocodrie, Louisiana during the morning of September 1st. Gustav continued to move northwest across south Louisiana and weakened to a Category 1 storm over south central Louisiana later that day. The storm diminished to a tropical depression over northwestern Louisiana on September 2nd. ||The highest wind gust recorded was 102 knots or 117 mph at a USGS site at the Houma Navigational Canal and at the Pilot Station Est C-MAN at near the Southwest Pass of the Mississippi River. The highest sustained wind of 91 mph was recorded at the Pilot's Station East C-MAN site. |However, due to the failure of equipment at some observation sites during the storm higher winds may have occurred. The minimum sea level pressure measured was 951.6 millibars at a USGS site at Caillou Lake southwest of Dulac and 954.5 millibars at the LUMCON facility near Dulac. Rainfall varied considerably across southeast Louisiana ranging from around 4 inches to just over 11 inches.||Gustav produced widespread wind damage across southeast Louisiana, especially in the area from Houma and Thibodaux through the greater Baton Rouge area. Hurricane force wind gusts occurred across the inland areas through the Baton Rouge area and surrounding parishes. A peak wind gust of 91 mph was recorded at the Baton Rouge (Ryan Field) Airport at 112 PM CST. This was only one mph less than the highest wind gust recorded during Hurricane Betsy in 1965.  The electric utility serving most of southeast Louisiana reported 75 to 100 percent of utility customers were without power after the storm from Lafourche and Terrebonne Parishes northwest through the Baton Rouge area to southwest Mississippi and central Louisiana. Considerable damage occurred to many houses and structures as large tree limbs and trees were toppled by the hurricane force winds. Preliminary estimates from the American Red Cross indicated that around 13,000 single family dwellings were damaged by the hurricane in southeast Louisiana, and several thousand more apartments and mobile homes. Early estimates from Louisiana Economic Development indicated that Gustav caused at least $4.5 billion in property damage in Louisiana, including insured and uninsured losses.   ||A storm surge of 5 to 8 feet above normal occurred along the coast from the mouth of Mississippi River westward through Terrebonne Parish. The highest storm surge of 8 to 12 feet above normal occurred more distant to the east, on the east side of the Mississippi River Delta, from the Mouth of Mississippi River to the Mississippi-Louisiana border. Storm surge around Lake Pontchartrain was generally 4 to 5 feet above normal. Storm surge affected many low-lying coastal areas as well as areas around Lake Pontchartrain, but federal levees protected most of the high density population areas of greater New Orleans. However, some locally built levees were breached or overtopped.  ||Three tornadoes occurred on the 2nd of September from feeder bands over the area as remnants of Gustav passed well north of the area. The most significant of the tornadoes occurred on west bank areas of Jefferson Parish where several structures suffered heavy damage.||Rainfall run-off was great enough to produce moderate flooding at some locations along the Amite and Comite Rivers in the Baton Rouge area, and along the Bogue Falaya River in the Covington area.",54
135636,LOWER PLAQUEMINES (ZONE), ,09-01-2008,0,Storm Surge/Tide, , ,0,0,2000000,0,LA,CST-6, ,23130,Z,69,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,A number of structures mainly located outside of the levee system experienced flooding.,"Hurricane Gustav emerged into the southeast Gulf of Mexico as a major category 3 hurricane on August 31st after developing in the Caribbean Sea and moving across western Cuba. Gustav tracked northwestward across the Gulf toward Louisiana and made landfall as a category 2 hurricane near Cocodrie, Louisiana during the morning of September 1st. Gustav continued to move northwest across south Louisiana and weakened to a Category 1 storm over south central Louisiana later that day. The storm diminished to a tropical depression over northwestern Louisiana on September 2nd. ||The highest wind gust recorded was 102 knots or 117 mph at a USGS site at the Houma Navigational Canal and at the Pilot Station Est C-MAN at near the Southwest Pass of the Mississippi River. The highest sustained wind of 91 mph was recorded at the Pilot's Station East C-MAN site. |However, due to the failure of equipment at some observation sites during the storm higher winds may have occurred. The minimum sea level pressure measured was 951.6 millibars at a USGS site at Caillou Lake southwest of Dulac and 954.5 millibars at the LUMCON facility near Dulac. Rainfall varied considerably across southeast Louisiana ranging from around 4 inches to just over 11 inches.||Gustav produced widespread wind damage across southeast Louisiana, especially in the area from Houma and Thibodaux through the greater Baton Rouge area. Hurricane force wind gusts occurred across the inland areas through the Baton Rouge area and surrounding parishes. A peak wind gust of 91 mph was recorded at the Baton Rouge (Ryan Field) Airport at 112 PM CST. This was only one mph less than the highest wind gust recorded during Hurricane Betsy in 1965.  The electric utility serving most of southeast Louisiana reported 75 to 100 percent of utility customers were without power after the storm from Lafourche and Terrebonne Parishes northwest through the Baton Rouge area to southwest Mississippi and central Louisiana. Considerable damage occurred to many houses and structures as large tree limbs and trees were toppled by the hurricane force winds. Preliminary estimates from the American Red Cross indicated that around 13,000 single family dwellings were damaged by the hurricane in southeast Louisiana, and several thousand more apartments and mobile homes. Early estimates from Louisiana Economic Development indicated that Gustav caused at least $4.5 billion in property damage in Louisiana, including insured and uninsured losses.   ||A storm surge of 5 to 8 feet above normal occurred along the coast from the mouth of Mississippi River westward through Terrebonne Parish. The highest storm surge of 8 to 12 feet above normal occurred more distant to the east, on the east side of the Mississippi River Delta, from the Mouth of Mississippi River to the Mississippi-Louisiana border. Storm surge around Lake Pontchartrain was generally 4 to 5 feet above normal. Storm surge affected many low-lying coastal areas as well as areas around Lake Pontchartrain, but federal levees protected most of the high density population areas of greater New Orleans. However, some locally built levees were breached or overtopped.  ||Three tornadoes occurred on the 2nd of September from feeder bands over the area as remnants of Gustav passed well north of the area. The most significant of the tornadoes occurred on west bank areas of Jefferson Parish where several structures suffered heavy damage.||Rainfall run-off was great enough to produce moderate flooding at some locations along the Amite and Comite Rivers in the Baton Rouge area, and along the Bogue Falaya River in the Covington area.",55
135065,ST. JOHN THE BAPTIST (ZONE), ,09-01-2008,0,Hurricane (Typhoon), , ,0,0,8150000,0,LA,CST-6, ,23130,Z,58,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,"Hurricane Gustav affected over 700 homes with 13 homes being destroyed, 221 receiving major damage, and 81 minor damage. Many businesses also received damage and numerous trees and utility poles were knocked down. Most of the damage was caused by high winds associated with Gustav.","Hurricane Gustav emerged into the southeast Gulf of Mexico as a major category 3 hurricane on August 31st after developing in the Caribbean Sea and moving across western Cuba. Gustav tracked northwestward across the Gulf toward Louisiana and made landfall as a category 2 hurricane near Cocodrie, Louisiana during the morning of September 1st. Gustav continued to move northwest across south Louisiana and weakened to a Category 1 storm over south central Louisiana later that day. The storm diminished to a tropical depression over northwestern Louisiana on September 2nd. ||The highest wind gust recorded was 102 knots or 117 mph at a USGS site at the Houma Navigational Canal and at the Pilot Station Est C-MAN at near the Southwest Pass of the Mississippi River. The highest sustained wind of 91 mph was recorded at the Pilot's Station East C-MAN site. |However, due to the failure of equipment at some observation sites during the storm higher winds may have occurred. The minimum sea level pressure measured was 951.6 millibars at a USGS site at Caillou Lake southwest of Dulac and 954.5 millibars at the LUMCON facility near Dulac. Rainfall varied considerably across southeast Louisiana ranging from around 4 inches to just over 11 inches.||Gustav produced widespread wind damage across southeast Louisiana, especially in the area from Houma and Thibodaux through the greater Baton Rouge area. Hurricane force wind gusts occurred across the inland areas through the Baton Rouge area and surrounding parishes. A peak wind gust of 91 mph was recorded at the Baton Rouge (Ryan Field) Airport at 112 PM CST. This was only one mph less than the highest wind gust recorded during Hurricane Betsy in 1965.  The electric utility serving most of southeast Louisiana reported 75 to 100 percent of utility customers were without power after the storm from Lafourche and Terrebonne Parishes northwest through the Baton Rouge area to southwest Mississippi and central Louisiana. Considerable damage occurred to many houses and structures as large tree limbs and trees were toppled by the hurricane force winds. Preliminary estimates from the American Red Cross indicated that around 13,000 single family dwellings were damaged by the hurricane in southeast Louisiana, and several thousand more apartments and mobile homes. Early estimates from Louisiana Economic Development indicated that Gustav caused at least $4.5 billion in property damage in Louisiana, including insured and uninsured losses.   ||A storm surge of 5 to 8 feet above normal occurred along the coast from the mouth of Mississippi River westward through Terrebonne Parish. The highest storm surge of 8 to 12 feet above normal occurred more distant to the east, on the east side of the Mississippi River Delta, from the Mouth of Mississippi River to the Mississippi-Louisiana border. Storm surge around Lake Pontchartrain was generally 4 to 5 feet above normal. Storm surge affected many low-lying coastal areas as well as areas around Lake Pontchartrain, but federal levees protected most of the high density population areas of greater New Orleans. However, some locally built levees were breached or overtopped.  ||Three tornadoes occurred on the 2nd of September from feeder bands over the area as remnants of Gustav passed well north of the area. The most significant of the tornadoes occurred on west bank areas of Jefferson Parish where several structures suffered heavy damage.||Rainfall run-off was great enough to produce moderate flooding at some locations along the Amite and Comite Rivers in the Baton Rouge area, and along the Bogue Falaya River in the Covington area.",56
135062,ST. JAMES (ZONE), ,09-01-2008,0,Hurricane (Typhoon), , ,0,0,2560000,0,LA,CST-6, ,23130,Z,57,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,"Hurricane Gustav affected over 500 homes with 5 homes being destroyed, 3 receiving major damage, and 138 minor damage. Many businesses also received damage and numerous trees and utility poles were knocked down. The damage was caused by the high winds associated with Gustav.","Hurricane Gustav emerged into the southeast Gulf of Mexico as a major category 3 hurricane on August 31st after developing in the Caribbean Sea and moving across western Cuba. Gustav tracked northwestward across the Gulf toward Louisiana and made landfall as a category 2 hurricane near Cocodrie, Louisiana during the morning of September 1st. Gustav continued to move northwest across south Louisiana and weakened to a Category 1 storm over south central Louisiana later that day. The storm diminished to a tropical depression over northwestern Louisiana on September 2nd. ||The highest wind gust recorded was 102 knots or 117 mph at a USGS site at the Houma Navigational Canal and at the Pilot Station Est C-MAN at near the Southwest Pass of the Mississippi River. The highest sustained wind of 91 mph was recorded at the Pilot's Station East C-MAN site. |However, due to the failure of equipment at some observation sites during the storm higher winds may have occurred. The minimum sea level pressure measured was 951.6 millibars at a USGS site at Caillou Lake southwest of Dulac and 954.5 millibars at the LUMCON facility near Dulac. Rainfall varied considerably across southeast Louisiana ranging from around 4 inches to just over 11 inches.||Gustav produced widespread wind damage across southeast Louisiana, especially in the area from Houma and Thibodaux through the greater Baton Rouge area. Hurricane force wind gusts occurred across the inland areas through the Baton Rouge area and surrounding parishes. A peak wind gust of 91 mph was recorded at the Baton Rouge (Ryan Field) Airport at 112 PM CST. This was only one mph less than the highest wind gust recorded during Hurricane Betsy in 1965.  The electric utility serving most of southeast Louisiana reported 75 to 100 percent of utility customers were without power after the storm from Lafourche and Terrebonne Parishes northwest through the Baton Rouge area to southwest Mississippi and central Louisiana. Considerable damage occurred to many houses and structures as large tree limbs and trees were toppled by the hurricane force winds. Preliminary estimates from the American Red Cross indicated that around 13,000 single family dwellings were damaged by the hurricane in southeast Louisiana, and several thousand more apartments and mobile homes. Early estimates from Louisiana Economic Development indicated that Gustav caused at least $4.5 billion in property damage in Louisiana, including insured and uninsured losses.   ||A storm surge of 5 to 8 feet above normal occurred along the coast from the mouth of Mississippi River westward through Terrebonne Parish. The highest storm surge of 8 to 12 feet above normal occurred more distant to the east, on the east side of the Mississippi River Delta, from the Mouth of Mississippi River to the Mississippi-Louisiana border. Storm surge around Lake Pontchartrain was generally 4 to 5 feet above normal. Storm surge affected many low-lying coastal areas as well as areas around Lake Pontchartrain, but federal levees protected most of the high density population areas of greater New Orleans. However, some locally built levees were breached or overtopped.  ||Three tornadoes occurred on the 2nd of September from feeder bands over the area as remnants of Gustav passed well north of the area. The most significant of the tornadoes occurred on west bank areas of Jefferson Parish where several structures suffered heavy damage.||Rainfall run-off was great enough to produce moderate flooding at some locations along the Amite and Comite Rivers in the Baton Rouge area, and along the Bogue Falaya River in the Covington area.",57
135053,ST. CHARLES (ZONE), ,09-01-2008,0,Hurricane (Typhoon), , ,0,0,2820000,0,LA,CST-6, ,23130,Z,60,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,"Hurricane Gustav affected just over 300 homes with 3 homes being destroyed, 42 receiving major damage, and 127 minor damage. Many businesses also received damage and numerous trees and utility poles were knocked down. Most of the damage was caused by the high winds associated with Gustav.","Hurricane Gustav emerged into the southeast Gulf of Mexico as a major category 3 hurricane on August 31st after developing in the Caribbean Sea and moving across western Cuba. Gustav tracked northwestward across the Gulf toward Louisiana and made landfall as a category 2 hurricane near Cocodrie, Louisiana during the morning of September 1st. Gustav continued to move northwest across south Louisiana and weakened to a Category 1 storm over south central Louisiana later that day. The storm diminished to a tropical depression over northwestern Louisiana on September 2nd. ||The highest wind gust recorded was 102 knots or 117 mph at a USGS site at the Houma Navigational Canal and at the Pilot Station Est C-MAN at near the Southwest Pass of the Mississippi River. The highest sustained wind of 91 mph was recorded at the Pilot's Station East C-MAN site. |However, due to the failure of equipment at some observation sites during the storm higher winds may have occurred. The minimum sea level pressure measured was 951.6 millibars at a USGS site at Caillou Lake southwest of Dulac and 954.5 millibars at the LUMCON facility near Dulac. Rainfall varied considerably across southeast Louisiana ranging from around 4 inches to just over 11 inches.||Gustav produced widespread wind damage across southeast Louisiana, especially in the area from Houma and Thibodaux through the greater Baton Rouge area. Hurricane force wind gusts occurred across the inland areas through the Baton Rouge area and surrounding parishes. A peak wind gust of 91 mph was recorded at the Baton Rouge (Ryan Field) Airport at 112 PM CST. This was only one mph less than the highest wind gust recorded during Hurricane Betsy in 1965.  The electric utility serving most of southeast Louisiana reported 75 to 100 percent of utility customers were without power after the storm from Lafourche and Terrebonne Parishes northwest through the Baton Rouge area to southwest Mississippi and central Louisiana. Considerable damage occurred to many houses and structures as large tree limbs and trees were toppled by the hurricane force winds. Preliminary estimates from the American Red Cross indicated that around 13,000 single family dwellings were damaged by the hurricane in southeast Louisiana, and several thousand more apartments and mobile homes. Early estimates from Louisiana Economic Development indicated that Gustav caused at least $4.5 billion in property damage in Louisiana, including insured and uninsured losses.   ||A storm surge of 5 to 8 feet above normal occurred along the coast from the mouth of Mississippi River westward through Terrebonne Parish. The highest storm surge of 8 to 12 feet above normal occurred more distant to the east, on the east side of the Mississippi River Delta, from the Mouth of Mississippi River to the Mississippi-Louisiana border. Storm surge around Lake Pontchartrain was generally 4 to 5 feet above normal. Storm surge affected many low-lying coastal areas as well as areas around Lake Pontchartrain, but federal levees protected most of the high density population areas of greater New Orleans. However, some locally built levees were breached or overtopped.  ||Three tornadoes occurred on the 2nd of September from feeder bands over the area as remnants of Gustav passed well north of the area. The most significant of the tornadoes occurred on west bank areas of Jefferson Parish where several structures suffered heavy damage.||Rainfall run-off was great enough to produce moderate flooding at some locations along the Amite and Comite Rivers in the Baton Rouge area, and along the Bogue Falaya River in the Covington area.",58
135051,LOWER ST. BERNARD (ZONE), ,09-01-2008,0,Hurricane (Typhoon), , ,0,0,390000,0,LA,CST-6, ,23130,Z,70,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,Hurricane Gustav affected about 30 homes in lower St. Bernard Parish with 2 homes receiving major damage and the remainder minor or very minor damage. A few businesses also received damage and several trees and utility poles were knocked down. The damage was caused by both the high winds and storm surge associated with Gustav.,"Hurricane Gustav emerged into the southeast Gulf of Mexico as a major category 3 hurricane on August 31st after developing in the Caribbean Sea and moving across western Cuba. Gustav tracked northwestward across the Gulf toward Louisiana and made landfall as a category 2 hurricane near Cocodrie, Louisiana during the morning of September 1st. Gustav continued to move northwest across south Louisiana and weakened to a Category 1 storm over south central Louisiana later that day. The storm diminished to a tropical depression over northwestern Louisiana on September 2nd. ||The highest wind gust recorded was 102 knots or 117 mph at a USGS site at the Houma Navigational Canal and at the Pilot Station Est C-MAN at near the Southwest Pass of the Mississippi River. The highest sustained wind of 91 mph was recorded at the Pilot's Station East C-MAN site. |However, due to the failure of equipment at some observation sites during the storm higher winds may have occurred. The minimum sea level pressure measured was 951.6 millibars at a USGS site at Caillou Lake southwest of Dulac and 954.5 millibars at the LUMCON facility near Dulac. Rainfall varied considerably across southeast Louisiana ranging from around 4 inches to just over 11 inches.||Gustav produced widespread wind damage across southeast Louisiana, especially in the area from Houma and Thibodaux through the greater Baton Rouge area. Hurricane force wind gusts occurred across the inland areas through the Baton Rouge area and surrounding parishes. A peak wind gust of 91 mph was recorded at the Baton Rouge (Ryan Field) Airport at 112 PM CST. This was only one mph less than the highest wind gust recorded during Hurricane Betsy in 1965.  The electric utility serving most of southeast Louisiana reported 75 to 100 percent of utility customers were without power after the storm from Lafourche and Terrebonne Parishes northwest through the Baton Rouge area to southwest Mississippi and central Louisiana. Considerable damage occurred to many houses and structures as large tree limbs and trees were toppled by the hurricane force winds. Preliminary estimates from the American Red Cross indicated that around 13,000 single family dwellings were damaged by the hurricane in southeast Louisiana, and several thousand more apartments and mobile homes. Early estimates from Louisiana Economic Development indicated that Gustav caused at least $4.5 billion in property damage in Louisiana, including insured and uninsured losses.   ||A storm surge of 5 to 8 feet above normal occurred along the coast from the mouth of Mississippi River westward through Terrebonne Parish. The highest storm surge of 8 to 12 feet above normal occurred more distant to the east, on the east side of the Mississippi River Delta, from the Mouth of Mississippi River to the Mississippi-Louisiana border. Storm surge around Lake Pontchartrain was generally 4 to 5 feet above normal. Storm surge affected many low-lying coastal areas as well as areas around Lake Pontchartrain, but federal levees protected most of the high density population areas of greater New Orleans. However, some locally built levees were breached or overtopped.  ||Three tornadoes occurred on the 2nd of September from feeder bands over the area as remnants of Gustav passed well north of the area. The most significant of the tornadoes occurred on west bank areas of Jefferson Parish where several structures suffered heavy damage.||Rainfall run-off was great enough to produce moderate flooding at some locations along the Amite and Comite Rivers in the Baton Rouge area, and along the Bogue Falaya River in the Covington area.",59
135047,UPPER ST. BERNARD (ZONE), ,09-01-2008,0,Hurricane (Typhoon), , ,0,0,200000,0,LA,CST-6, ,23130,Z,64,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,Hurricane Gustav affected around 25 homes in upper St. Bernard Parish with most of those receiving very minor damage. A few businesses also received damage and several trees and utility poles were knocked down. Most of the damage was caused by high winds associated with Gustav.,"Hurricane Gustav emerged into the southeast Gulf of Mexico as a major category 3 hurricane on August 31st after developing in the Caribbean Sea and moving across western Cuba. Gustav tracked northwestward across the Gulf toward Louisiana and made landfall as a category 2 hurricane near Cocodrie, Louisiana during the morning of September 1st. Gustav continued to move northwest across south Louisiana and weakened to a Category 1 storm over south central Louisiana later that day. The storm diminished to a tropical depression over northwestern Louisiana on September 2nd. ||The highest wind gust recorded was 102 knots or 117 mph at a USGS site at the Houma Navigational Canal and at the Pilot Station Est C-MAN at near the Southwest Pass of the Mississippi River. The highest sustained wind of 91 mph was recorded at the Pilot's Station East C-MAN site. |However, due to the failure of equipment at some observation sites during the storm higher winds may have occurred. The minimum sea level pressure measured was 951.6 millibars at a USGS site at Caillou Lake southwest of Dulac and 954.5 millibars at the LUMCON facility near Dulac. Rainfall varied considerably across southeast Louisiana ranging from around 4 inches to just over 11 inches.||Gustav produced widespread wind damage across southeast Louisiana, especially in the area from Houma and Thibodaux through the greater Baton Rouge area. Hurricane force wind gusts occurred across the inland areas through the Baton Rouge area and surrounding parishes. A peak wind gust of 91 mph was recorded at the Baton Rouge (Ryan Field) Airport at 112 PM CST. This was only one mph less than the highest wind gust recorded during Hurricane Betsy in 1965.  The electric utility serving most of southeast Louisiana reported 75 to 100 percent of utility customers were without power after the storm from Lafourche and Terrebonne Parishes northwest through the Baton Rouge area to southwest Mississippi and central Louisiana. Considerable damage occurred to many houses and structures as large tree limbs and trees were toppled by the hurricane force winds. Preliminary estimates from the American Red Cross indicated that around 13,000 single family dwellings were damaged by the hurricane in southeast Louisiana, and several thousand more apartments and mobile homes. Early estimates from Louisiana Economic Development indicated that Gustav caused at least $4.5 billion in property damage in Louisiana, including insured and uninsured losses.   ||A storm surge of 5 to 8 feet above normal occurred along the coast from the mouth of Mississippi River westward through Terrebonne Parish. The highest storm surge of 8 to 12 feet above normal occurred more distant to the east, on the east side of the Mississippi River Delta, from the Mouth of Mississippi River to the Mississippi-Louisiana border. Storm surge around Lake Pontchartrain was generally 4 to 5 feet above normal. Storm surge affected many low-lying coastal areas as well as areas around Lake Pontchartrain, but federal levees protected most of the high density population areas of greater New Orleans. However, some locally built levees were breached or overtopped.  ||Three tornadoes occurred on the 2nd of September from feeder bands over the area as remnants of Gustav passed well north of the area. The most significant of the tornadoes occurred on west bank areas of Jefferson Parish where several structures suffered heavy damage.||Rainfall run-off was great enough to produce moderate flooding at some locations along the Amite and Comite Rivers in the Baton Rouge area, and along the Bogue Falaya River in the Covington area.",60
136567,UPPER JEFFERSON (ZONE), ,09-11-2008,500,Tropical Storm, , ,0,0,0,0,LA,CST-6, ,23315,Z,61,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,,"Hurricane Ike emerged into the southeast Gulf of Mexico as a category 1 hurricane on September 9th after earlier being a major hurricane as it moved across the Caribbean. Ike gradually intensified and developed an unusually large wind field as it tracked northwest across the Gulf over the next three days. Ike made landfall as a category 2 hurricane during the early morning hours on September 13th along the northern end of Galveston Island, Texas. Mainly tropical storm force wind gusts associated with Ike affected southeast Louisiana although sustained tropical storm winds were measured near the coast. The main effect of Ike on southeast Louisiana was the storm surge which inundated sections of the coast, especially Terrebonne and Lafourche Parish. ||A storm surge ranging from 4 to nearly 8 feet above normal along the southeast Louisiana coast with a storm surge around 5 feet above normal in Lake Pontchartrain. The unusually high storm surge generated by the distant hurricane affected many low-lying coastal areas as well as areas around Lake Pontchartrain, but federal levees protected most of the high density population areas of greater New Orleans. Some locally built levees were breached or overtopped, most notably in southern Terrebonne Parish where 2,500 homes out of the 15,000 homes in the affected area were flooded. In southern Jefferson Parish from Lafitte and Crown Point to Grand Isle, approximately 2,500 structures were flooded. Considerable storm surge flooding was noted around Lakes Pontchartrain and Maurepas. Around 200 structures were flooded in St Tammany Parish from Slidell to Mandeville and Madisonville. The storm surge flooding took several weeks to fully drain from many low lying areas of southeast Louisiana. Louisiana Economic Development office estimated that Ike caused insured and uninsured property damage of at least $3.5 billion in the state of Louisiana.||The highest wind gust recorded in southeast Louisiana was 69 mph at the New Orleans Lakefront Airport ASOS site during a squall while the highest sustained wind of 55 mph was recorded at the Pilot's Station East CMAN site near Southwest Pass; however, due to the failure of equipment at some observation sites during the storm higher winds may have occurred. The minimum sea level pressure measured in southeast Louisiana was 1002.5 millibars at LUMCON facility near Dulac. Rainfall across the area was mainly less than one and a half inches.",61
136582,ST. TAMMANY (ZONE), ,09-11-2008,500,Tropical Storm, , ,0,0,0,0,LA,CST-6, ,23315,Z,40,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,,"Hurricane Ike emerged into the southeast Gulf of Mexico as a category 1 hurricane on September 9th after earlier being a major hurricane as it moved across the Caribbean. Ike gradually intensified and developed an unusually large wind field as it tracked northwest across the Gulf over the next three days. Ike made landfall as a category 2 hurricane during the early morning hours on September 13th along the northern end of Galveston Island, Texas. Mainly tropical storm force wind gusts associated with Ike affected southeast Louisiana although sustained tropical storm winds were measured near the coast. The main effect of Ike on southeast Louisiana was the storm surge which inundated sections of the coast, especially Terrebonne and Lafourche Parish. ||A storm surge ranging from 4 to nearly 8 feet above normal along the southeast Louisiana coast with a storm surge around 5 feet above normal in Lake Pontchartrain. The unusually high storm surge generated by the distant hurricane affected many low-lying coastal areas as well as areas around Lake Pontchartrain, but federal levees protected most of the high density population areas of greater New Orleans. Some locally built levees were breached or overtopped, most notably in southern Terrebonne Parish where 2,500 homes out of the 15,000 homes in the affected area were flooded. In southern Jefferson Parish from Lafitte and Crown Point to Grand Isle, approximately 2,500 structures were flooded. Considerable storm surge flooding was noted around Lakes Pontchartrain and Maurepas. Around 200 structures were flooded in St Tammany Parish from Slidell to Mandeville and Madisonville. The storm surge flooding took several weeks to fully drain from many low lying areas of southeast Louisiana. Louisiana Economic Development office estimated that Ike caused insured and uninsured property damage of at least $3.5 billion in the state of Louisiana.||The highest wind gust recorded in southeast Louisiana was 69 mph at the New Orleans Lakefront Airport ASOS site during a squall while the highest sustained wind of 55 mph was recorded at the Pilot's Station East CMAN site near Southwest Pass; however, due to the failure of equipment at some observation sites during the storm higher winds may have occurred. The minimum sea level pressure measured in southeast Louisiana was 1002.5 millibars at LUMCON facility near Dulac. Rainfall across the area was mainly less than one and a half inches.",62
136568,LOWER JEFFERSON (ZONE), ,09-11-2008,500,Tropical Storm, , ,0,0,0,0,LA,CST-6, ,23315,Z,68,LIX,0,0,NWS Storm Survey, , , , , , , , , , , , ,,"Hurricane Ike emerged into the southeast Gulf of Mexico as a category 1 hurricane on September 9th after earlier being a major hurricane as it moved across the Caribbean. Ike gradually intensified and developed an unusually large wind field as it tracked northwest across the Gulf over the next three days. Ike made landfall as a category 2 hurricane during the early morning hours on September 13th along the northern end of Galveston Island, Texas. Mainly tropical storm force wind gusts associated with Ike affected southeast Louisiana although sustained tropical storm winds were measured near the coast. The main effect of Ike on southeast Louisiana was the storm surge which inundated sections of the coast, especially Terrebonne and Lafourche Parish. ||A storm surge ranging from 4 to nearly 8 feet above normal along the southeast Louisiana coast with a storm surge around 5 feet above normal in Lake Pontchartrain. The unusually high storm surge generated by the distant hurricane affected many low-lying coastal areas as well as areas around Lake Pontchartrain, but federal levees protected most of the high density population areas of greater New Orleans. Some locally built levees were breached or overtopped, most notably in southern Terrebonne Parish where 2,500 homes out of the 15,000 homes in the affected area were flooded. In southern Jefferson Parish from Lafitte and Crown Point to Grand Isle, approximately 2,500 structures were flooded. Considerable storm surge flooding was noted around Lakes Pontchartrain and Maurepas. Around 200 structures were flooded in St Tammany Parish from Slidell to Mandeville and Madisonville. The storm surge flooding took several weeks to fully drain from many low lying areas of southeast Louisiana. Louisiana Economic Development office estimated that Ike caused insured and uninsured property damage of at least $3.5 billion in the state of Louisiana.||The highest wind gust recorded in southeast Louisiana was 69 mph at the New Orleans Lakefront Airport ASOS site during a squall while the highest sustained wind of 55 mph was recorded at the Pilot's Station East CMAN site near Southwest Pass; however, due to the failure of equipment at some observation sites during the storm higher winds may have occurred. The minimum sea level pressure measured in southeast Louisiana was 1002.5 millibars at LUMCON facility near Dulac. Rainfall across the area was mainly less than one and a half inches.",63
