"Site_id","Marsh_Class","Basin","Longitude","Latitude","veg_year","Percent_Cover_Tree.m...","Percent_Cover_Shrub.m...","Percent_Cover_Herb.m...","Percent_Cover_Carpet.m...","Avg_Height_Tree.m.","Avg_Height_Shrub.m.","Avg_Height_Herb.m.","Avg_Height_Carpet.m.","Volume_Tree.m...","Volume_Shrub.m...","Volume_Herb.m...","Volume_Carpet.m...","Volume_Vegetation.m...","VVI","year","min_date","max_date","avg_salinity..ppt.","std_deviation_salinity..ppt.","min_salinity..ppt.","max_salinity..ppt.","avg_adj_water_elev_datum.ft.","std_deviation_adj_water_elev_datum.ft.","min_adj_water_elev_datum.ft.","max_adj_water_elev_datum.ft.","avg_adj_water_elev_to_marsh.ft.","std_deviation_adj_water_elev_to_marsh..ft.","min_adj_water_elev_to_marsh.ft.","max_adj_water_elev_to_marsh.ft.","avg_water_temperature..C.DegC.","std_deviation_water_temperature..C.DegC.","min_temperature..C.DegC.","max_temperature..C.DegC.","percent_salinity_complete","percent_water_level_complete","GEOID"
"CRMS0583_2010","Intermediate","Mermentau",-92.91681,29.83896,2010,0,0,3.6,0,0,0,1.0698,0,0,0,3.88,0,3.88,66.6446,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",4.15597214304376,1.8523297588652,1.41,7.64,0.71399931590598,0.458141994550911,-0.41,2.04,-0.346000684004391,0.458141991826514,-1.47,0.98,22.4788229272496,8.03535719460576,4.4,36.81,99.98859,99.98859,"GEOID99   "
"CRMS0584_2010","Brackish","Mermentau",-92.85431,29.79542,2010,0,0,2.56,0,0,0,0.893,0,0,0,2.2116,0,2.2116,42.2082,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",10.2651217455711,5.37012943554752,1.55,22.36,1.1528242096974,0.489929353943305,0.03,2.7,-0.0986871299401837,0.490241614324643,-1.22,1.45,23.0300283527906,7.85907693134168,0.04,38.83,92.36301,92.60275,"GEOID99   "
"CRMS0587_2010","Intermediate","Mermentau",-92.91681,29.79542,2010,0,0,0.72,0,0,0,0.2347,0,0,0,0.4631,0,0.4631,7.9006,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",7.42069091624858,5.94265979719733,0.67,19.38,0.862883951830741,0.454572787054297,0.16,2.03,0.22259618303324,0.45488404099789,-0.48,1.39,19.6853302494068,8.22707761682427,1.99,39.28,74.68037,72.99087,"GEOID99   "
"CRMS0588_2010","Brackish","Mermentau",-92.82306,29.77364,2010,0,0,2.96,0,0,0,0.9631,0,0,0,2.826,0,2.826,61.5468,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",9.40988118457667,4.89869301989567,1.26,22.06,1.02440682956321,0.248057272422543,0.48,2.58,0.0572196052582155,0.248020331344066,-0.49,1.61,23.5567739032386,8.49367687019443,1.16,38.95,76.86073,77.55708,"GEOID99   "
"CRMS0589_2010","Brackish","Mermentau",-92.82306,29.66477,2010,0,0,3.58,0,0,0,0.381,0,0,0,1.3665,0,1.3665,18.2827,2010,"1/1/2010 12:00:00 AM","12/30/2010 12:00:00 PM",NA,NA,NA,NA,1.17698935758673,0.27977358746095,0.35,2.03,-0.210296090546002,0.281614169075705,-1.04,0.63,NA,NA,NA,NA,0,98.69863,"GEOID99   "
"CRMS0590_2010","Intermediate","Mermentau",-92.82306,29.93332,2010,0,0,1.74,0,0,0,1.1308,0,0,0,2.1238,0,2.1238,32.6607,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",0.876139791068217,0.668540517314946,0.03,2.45,1.15541938456085,0.395208532683197,0.19,2.42,0.419329442589621,0.395267997808101,-0.55,1.68,21.9004714581112,8.41267670417154,1.34,38.49,99.95434,99.76028,"GEOID99   "
"CRMS0593_2010","Fresh","Mermentau",-92.76056,29.99139,2010,0.04,0.352,1.9,0.34,0.3658,1.3137,0.7741,0.0213,0.1463,0.7187,1.513,0.0225,2.4005,36.2298,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",0.323421084856162,0.0452323255816924,0.16,0.5,1.02837067486927,0.520179889982856,-0.15,2.32,0.166038147552536,0.520472355445997,-1.01,1.46,18.724498455379,5.8926050560305,7.76,27.45,99.30365,99.34931,"GEOID99   "
"CRMS0595_2010","Fresh","Mermentau",-92.63555,29.85348,2010,0,0.06,2.74,0,0,0.317,1.5087,0,0,0.0933,4.2543,0,4.3476,59.3913,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",0.820583324038736,0.420677873823102,0.17,1.98,0.875267122266176,0.40360926883414,-0.07,2.17,0.0117031962264193,0.403966064449619,-0.94,1.3,21.7011700945562,8.32898397392633,0.65,34.3,99.80593,100,"GEOID99   "
"CRMS0599_2010","Saline","Mermentau",-92.66681,29.6067,2010,0,0,2.88,0,0,0,0.6644,0,0,0,1.8982,0,1.8982,31.9529,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",13.9556831982661,7.2526986612645,1.33,31.05,1.54286980837462,0.383630838480937,0.83,3.14,0.272325409021793,0.383889132951536,-0.44,1.87,22.1009453202498,8.46862816726866,0.02,40.51,95.99315,92.68265,"GEOID99   "
"CRMS0600_2010","Brackish","Mermentau",-92.54181,29.57767,2010,0,0,2.48,0,0,0,0.8412,0,0,0,2.0804,0,2.0804,37.6101,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,2.35985846135714,0.23913949435142,1.58,3.72,0.0598584474647018,0.239139489412908,-0.72,1.42,NA,NA,NA,NA,0,100,"GEOID99   "
"CRMS0603_2010","Intermediate","Mermentau",-92.76056,29.80268,2010,0,0,3.08,0,0,0,1.0637,0,0,0,3.2003,0,3.2003,50.318,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",2.24861766634483,0.953511501021644,0.67,4.25,1.12094434898619,0.439186855038653,0.06,2.41,0.127585063055759,0.43939570587335,-0.93,1.42,23.3459115265321,8.36260796395083,2.84,37.76,84.64612,79.17809,"GEOID99   "
"CRMS0604_2010","Brackish","Mermentau",-92.76056,29.75912,2010,0,0,2.26,0,0,0,1.0881,0,0,0,2.4456,0,2.4456,44.8806,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",3.44481659988398,2.29359471897574,0.27,10,1.14861269573187,0.405519224893106,0.04,2.64,0.0691915960488175,0.405891981666241,-1.03,1.56,22.9174566095822,8.18906777492279,3.76,35.23,99.58904,99.97717,"GEOID99   "
"CRMS0605_2010","Brackish","Mermentau",-92.91682,29.86074,2010,0,0,3.4,0,0,0,0.9753,0,0,0,3.3479,0,3.3479,56.8951,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",2.60044972818831,2.04643679316256,0.56,8.17,1.00670862984517,0.340461776329398,0.47,2.19,-0.12329136943274,0.340461775748017,-0.66,1.06,21.5180032348612,8.29617548788591,0.51,41.71,84.01826,81.60959,"GEOID99   "
"CRMS0608_2010","Brackish","Mermentau",-92.6668,29.67203,2010,0,0.08,2.98,0,0,0.189,1.0546,0,0,0.1512,3.0833,0,3.2344,69.5062,2010,"2/17/2010 12:00:00 PM","12/31/2010 11:00:00 PM",2.7457825711179,0.587913238087761,1.1,4.92,0.793975304029944,0.342234694546518,-0.25,1.42,-0.166663152722317,0.342527558636139,-1.21,0.46,25.430298147674,6.79749264346911,4.9,37.92,75.70776,75.8105,"GEOID99   "
"CRMS0609_2010","Brackish","Mermentau",-92.6043,29.63574,2010,0,0,3.2,0,0,0,0.835,0,0,0,2.6986,0,2.6986,56.823,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",9.66228973860271,6.9032888134044,0.5,28.8,1.51793897476564,0.364115933643332,0.86,2.8,0.0659389749426174,0.364115933432887,-0.592,1.348,22.6397058792577,8.32310987086703,2.3,36.7,90.93607,99.14383,"GEOID99   "
"CRMS0610_2010","Saline","Mermentau",-92.63555,29.6067,2010,0,0,3.848,0,0,0,0.901,0,0,0,3.4633,0,3.4633,79.8115,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,1.81301913700606,0.140963885187274,1.37,2.33,0.578019139745779,0.14096388319457,0.135,1.095,16.7315394837075,7.26603702211096,4.1,29.8,0,71.57534,"GEOID99   "
"CRMS0614_2010","Brackish","Mermentau",-92.88556,29.73736,2010,0,0,1.484,0,0,0,0.267,0,0,0,0.7529,0,0.7529,11.8688,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",21.0100283072387,9.41989736420769,2.6,38.4,1.02479180696354,0.285339001970192,0.27,1.76,-0.248208190051439,0.285339003106458,-1.003,0.487,21.7695209477618,8.69343672766535,-0.7,40.8,92.77397,99.79452,"GEOID99   "
"CRMS0615_2010","Brackish","Mermentau",-92.82306,29.67929,2010,0,0,3.808,0,0,0,1.053,0,0,0,3.845,0,3.845,72.4269,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",13.8958908836886,6.14680725468962,4.8,24.1,0.8387456289907,0.286348624879838,0.04,1.54,-0.123254369789354,0.286348626675052,-0.922,0.578,22.0425803437012,8.8837820200473,-0.6,39,68.61872,84.90868,"GEOID99   "
"CRMS0616_2010","Intermediate","Mermentau",-92.26054,29.73009,2010,0,0,2.36,0,0,0,0.9936,0,0,0,2.356,0,2.356,35.6191,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",4.82742804785389,2.47900976716235,0.82,10.18,1.36028103235013,0.437291067438825,0.55,3.01,0.113217391103281,0.437734266169775,-0.69,1.76,21.5718084380102,8.17548817728111,0,39.08,94.00685,90.58219,"GEOID99   "
"CRMS0618_2010","Brackish","Mermentau",-92.26054,29.73735,2010,0,0,3.24,0,0,0,0.7193,0,0,0,2.2432,0,2.2432,44.7145,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",4.67644432930398,2.69631086335232,0.38,11.06,1.36770448513319,0.658159425737918,-0.26,3.31,-0.0593337729462671,0.658197862424859,-1.68,1.89,22.169463990195,8.46544553767039,0.38,38.36,87.96803,86.52968,"GEOID99   "
"CRMS0619_2010","Intermediate","Mermentau",-92.26054,29.68654,2010,0,0,3.06,0,0,0,0.893,0,0,0,2.7327,0,2.7327,53.5983,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",3.42411734364963,1.30419485056957,0.9,5.84,1.3784360312216,0.27936036965848,0.78,2.46,0.448436030583924,0.279360370483626,-0.15,1.53,23.7312209435028,7.62506761582645,5.04,38.59,89.10959,89.8516,"GEOID99   "
"CRMS0623_2010","Saline","Mermentau",-92.51055,29.63573,2010,0,0,2.52,0,0,0,1.143,0,0,0,3.0509,0,3.0509,55.4524,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",5.61902115801663,2.27957490613685,1.34,9.84,1.34460903660942,0.429515098390871,-0.19,2.59,0.191421177584492,0.429639324992077,-1.34,1.44,22.0076028311377,8.30689137376441,0.16,37.8,99.82877,81.60959,"GEOID99   "
"CRMS0624_2010","Intermediate","Mermentau",-92.88556,29.86074,2010,0,0,2.98,0,0,0,1.2954,0,0,0,3.8404,0,3.8404,60.4378,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",3.3141017060754,2.34378968757315,0.45,14.64,0.726250446561964,0.398447338959489,-0.11,2.02,0.00625044737739176,0.398447339367595,-0.83,1.3,21.1951665367989,8.56806981395771,1.77,38.87,95.62785,95.62785,"GEOID99   "
"CRMS0626_2010","Intermediate","Mermentau",-92.6043,29.6938,2010,0,0,3.9,0,0,0,1.271,0,0,0,4.9366,0,4.9366,69.0969,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",3.1380833933043,2.07126482955178,0.4,6.3,0.114774685836475,0.334193601039825,-0.85,0.82,0.126774685914869,0.334193602622838,-0.838,0.832,20.3120356599785,8.17566509871125,5.5,32.9,87.31735,92.7169,"GEOID99   "
"CRMS0630_2010","Brackish","Mermentau",-92.79182,29.78626,2010,0,0,2.08,0,0,0,0.8625,0,0,0,1.797,0,1.797,33.4968,2010,"1/1/2010 12:00:00 AM","10/15/2010 11:00:00 AM",7.25926578746375,3.09203470125373,3.1,12.59,1.47046145895231,0.30356677493089,1.12,2.26,0.780461458273439,0.303566760261014,0.43,1.57,23.2945097630373,8.90951592985355,2.21,36.68,63.43607,21.76941,"GEOID99   "
"CRMS0632_2010","Brackish","Mermentau",-92.38555,29.57041,2010,0,0,3.38,0,0,0,0.9723,0,0,0,3.2332,0,3.2332,74.3107,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",5.50457854435362,3.28864330186138,1.01,13.58,0.571123808244864,0.276516917396093,-0.28,1.14,0.263116189316625,0.276802365866271,-0.59,0.83,18.5035758882992,7.89357892609407,0.89,40.22,59.58904,59.9315,"GEOID99   "
"CRMS0633_2010","Brackish","Mermentau",-92.32304,29.56315,2010,0,0,2.98,0,0,0,1.037,0,0,0,3.1122,0,3.1122,58.0176,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",6.15679193549125,2.82186140845219,1.2,14.1,0.68954423855398,0.448573362144646,-0.57,1.85,0.14154423949935,0.448573362661488,-1.118,1.302,22.4307364970011,8.5107862045679,0.8,37.5,93.86987,93.92694,"GEOID99   "
"CRMS0635_2010","Intermediate","Calcasieu/Sabine",-93.47932,29.91881,2010,0,0,3.26,0,0,0,0.7467,0,0,0,2.4206,0,2.4206,35.4228,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,1.31317982833113,0.392932162617811,0.02,2.24,0.194058322026547,0.39306060543749,-1.1,1.12,NA,NA,NA,NA,0,93.94977,"GEOID99   "
"CRMS0638_2010","Intermediate","Calcasieu/Sabine",-93.51057,29.868,2010,0,0,3.932,0,0,0,0.886,0,0,0,3.487,0,3.487,68.6644,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",13.4745672275762,7.1043890600422,1.7,23.9,1.14916172573104,0.333478548305138,0.23,1.91,-0.095838273701938,0.333478547569759,-1.015,0.665,22.025320048009,8.60649064380722,-0.3,38.2,96.27853,96.27853,"GEOID99   "
"CRMS0639_2010","Intermediate","Calcasieu/Sabine",-93.47932,29.88977,2010,0,0.12,3.56,0,0,0.1219,0.8839,0,0,0.1463,2.9796,0,3.1259,45.7928,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,1.36557306010769,0.348760879364002,0.43,1.96,0.0337100455901037,0.349431684735461,-0.91,0.63,NA,NA,NA,NA,0,100,"GEOID99   "
"CRMS0641_2010","Intermediate","Calcasieu/Sabine",-93.51057,29.89703,2010,0,0,3.292,0,0,0,0.865,0,0,0,2.878,0,2.878,52.0862,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",12.7177218156606,6.44509137881352,2.7,26.5,1.04285207306845,0.309403681556672,0.14,1.73,-0.185147927301055,0.309403679847075,-1.088,0.502,22.1709282280133,8.28249176124515,0.5,39.1,99.71461,99.7032,"GEOID99   "
"CRMS0642_2010","Intermediate","Calcasieu/Sabine",-93.47932,29.868,2010,0,0,3.68,0,0,0,0.8443,0,0,0,2.9869,0,2.9869,43.7666,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,1.35346531994362,0.38872150032117,0.5,2.08,0.174278962419345,0.388876283878793,-0.68,0.9,NA,NA,NA,NA,0,89.37215,"GEOID99   "
"CRMS0644_2010","Brackish","Calcasieu/Sabine",-93.29182,29.83171,2010,0,0,3.632,0,0,0,1.069,0,0,0,3.9045,0,3.9045,86.29,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,1.04106195609306,0.338191417911698,0.31,1.81,0.459061956485118,0.338191416741711,-0.272,1.228,20.2401577325842,6.1867863820074,7.6,28.4,0,99.86301,"GEOID99   "
"CRMS0645_2010","Brackish","Calcasieu/Sabine",-93.19807,29.84623,2010,0,0,3.12,0,0,0,0.6766,0,0,0,2.0859,0,2.0859,39.8558,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",15.3716318291985,8.00685893571423,0.7,25.32,0.388649542718173,0.310925044240541,-0.49,1.07,-0.251350456466218,0.310925044365913,-1.13,0.43,22.1528168601478,8.30264217769409,0.18,36.77,99.96575,100,"GEOID99   "
"CRMS0647_2010","Intermediate","Calcasieu/Sabine",-93.47932,29.84623,2010,0,0,3.92,0,0,0,0.8747,0,0,0,3.4081,0,3.4081,50.4454,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,1.37956123219995,0.348597742005013,0.7,1.98,-0.111791224348904,0.348845954986245,-0.79,0.48,NA,NA,NA,NA,0,94.7032,"GEOID99   "
"CRMS0648_2010","Intermediate","Calcasieu/Sabine",-93.16682,29.83897,2010,0,0,3.84,0,0,0,0.7071,0,0,0,2.7169,0,2.7169,52.5632,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,0.959906946286474,0.759432242058526,-0.63,3.33,0.449906946620871,0.759432242635971,-1.14,2.82,NA,NA,NA,NA,0,89.55479,"GEOID99   "
"CRMS0650_2010","Intermediate","Calcasieu/Sabine",-93.13557,29.91881,2010,0,0,1.62,0,0,0,0.6979,0,0,0,1.1259,0,1.1259,18.9864,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,1.01827640521682,0.434107439541134,0.1,1.62,-0.0360141890600649,0.423779423877679,-0.93,0.54,NA,NA,NA,NA,0,86.89497,"GEOID99   "
"CRMS0651_2010","Brackish","Calcasieu/Sabine",-93.51057,29.96236,2010,0,0.3,3.22,0,0,0.133,1.081,0,0,0.399,3.589,0,3.988,68.1168,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:46:00 PM",8.56145678165093,4.82349794279207,1.8,19,1.40916228493963,0.274169485797137,0.66,2.13,0.159161942531222,0.274169684610359,-0.59,0.88,22.4025111234602,8.40570557864492,-0.1,38.6,99.98859,99.88585,"GEOID99   "
"CRMS0655_2010","Brackish","Calcasieu/Sabine",-93.41682,29.79542,2010,0,0,3.1,0,0,0,0.6157,0,0,0,1.8969,0,1.8969,31.629,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",18.2000697131021,6.47924314924091,6.83,30.89,1.02129272468073,0.360401812237365,-0.28,2,-0.113131103476917,0.36073355872827,-1.41,0.87,22.2847647253397,8.30454232541691,0,36.22,99.88585,93.51598,"GEOID99   "
"CRMS0656_2010","Brackish","Calcasieu/Sabine",-93.26057,30.02042,2010,0.12,0.14,2.4,0,0.4328,0.5822,0.6949,0,0.5194,0.3743,1.6214,0,2.5151,35.9359,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,1.47448287491929,0.325944973335229,0.94,3.17,0.230477169018715,0.325902858511322,-0.3,1.93,NA,NA,NA,NA,0,100,"GEOID99   "
"CRMS0658_2010","Brackish","Calcasieu/Sabine",-93.60432,30.05671,2010,0,0,2.9,0,0,0,0.9388,0,0,0,2.6675,0,2.6675,49.4536,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",5.32356549096198,4.18118218406975,0,17.48,1.17337696893581,0.538950088946952,-0.07,2.7,-0.136623030276461,0.538950088318104,-1.38,1.39,21.7976521814612,7.23797421794884,4,34.01,94.73744,94.17808,"GEOID99   "
"CRMS0661_2010","Intermediate","Calcasieu/Sabine",-93.63557,29.84623,2010,0,0,3.16,0,0,0,0.8991,0,0,0,2.7919,0,2.7919,48.6795,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",5.56558118636381,2.48904939772926,1.98,12.17,1.16260075309203,0.354339160522187,0.25,2.07,0.0351638314444438,0.354505360833435,-0.88,0.94,22.2778285147767,8.2735096696782,0.41,37.41,99.97717,99.98859,"GEOID99   "
"CRMS0662_2010","Brackish","Calcasieu/Sabine",-93.69808,30.03494,2010,0,0.26,3.24,0,0,0.3048,0.8107,0,0,0.3962,2.5877,0,2.9839,51.7167,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",3.80699919656943,3.05177711026916,0.16,12.25,1.21626323077346,0.454754000849437,0.14,2.63,-0.4237367690762,0.454753999422129,-1.5,0.99,22.4591002477461,8.38065757156101,0.01,38.66,99.21233,99.22375,"GEOID99   "
"CRMS0663_2010","Intermediate","Calcasieu/Sabine",-93.69808,30.01316,2010,0,0,2.04,0,0,0,0.7711,0,0,0,1.6166,0,1.6166,25.7968,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",4.16523318025359,3.00322190811769,0.18,13.3,1.32399326828498,0.428722554053298,0.39,2.65,-0.336677497575332,0.42889514030209,-1.27,0.99,22.0444932044759,8.26889306990016,0.02,37.81,98.40182,98.36758,"GEOID99   "
"CRMS0665_2010","Intermediate","Calcasieu/Sabine",-93.69807,29.96236,2010,0,0,2.7833,0,0,0,0.6146,0,0,0,2.0588,0,2.0588,33.9646,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",7.3115768560352,3.88317120004431,1.2,17.52,1.35300885616697,0.447160432465042,0.05,2.35,0.181264716293109,0.446619007646874,-1.12,1.17,21.2382431517997,7.07681987192686,1.9,34.18,91.94064,94.05251,"GEOID99   "
"CRMS0669_2010","Intermediate","Calcasieu/Sabine",-93.72932,29.88251,2010,0,0,2.3867,0,0,0,0.7721,0,0,0,2.0006,0,2.0006,31.7914,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",7.29709038883981,2.89932169373511,2.07,13.23,1.48625789335353,0.365744051133763,0.82,3.19,0.0262578957219233,0.365744052736385,-0.64,1.73,22.2313740841342,8.2756467576924,0.24,38.83,95.73059,95.78767,"GEOID99   "
"CRMS0672_2010","Brackish","Calcasieu/Sabine",-93.41682,29.83171,2010,0,0,2.88,0,0,0,0.701,0,0,0,2.003,0,2.003,35.3379,2010,"6/1/2010 11:00:00 AM","12/31/2010 11:00:00 PM",20.770977740447,3.31879610496746,8.83,28.05,1.29700217565011,0.334484820077446,0.54,2.01,0.212855447060507,0.334684566125218,-0.55,0.93,24.9714436455382,7.83989595029368,0.18,40.45,57.44292,57.72831,"GEOID99   "
"CRMS0677_2010","Intermediate","Calcasieu/Sabine",-93.54182,29.85349,2010,0,0,2.32,0,0,0,1.0607,0,0,0,2.3493,0,2.3493,41.0347,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",11.9589772580797,6.24801361953587,1.13,24.55,0.845237610806277,0.305677687932233,0.15,1.58,-0.396675984512451,0.305634935196166,-1.09,0.33,22.3170597245202,8.73492016388416,0.01,35.54,89.8516,89.84018,"GEOID99   "
"CRMS0680_2010","Brackish","Calcasieu/Sabine",-93.51057,29.77365,2010,0,0,2.04,0,0,0,0.748,0,0,0,1.5566,0,1.5566,26.8132,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",6.59056083017283,5.35106302717581,1,16.9,1.29575638195935,0.358787570799135,0.48,1.97,-0.330243621290743,0.358787570890225,-1.146,0.344,20.9283854055456,8.59607184374351,1.4,36.9,74.49772,80.97031,"GEOID99   "
"CRMS0682_2010","Brackish","Calcasieu/Sabine",-93.57307,29.82445,2010,0,0,2.62,0,0,0,0.8991,0,0,0,2.3548,0,2.3548,43.58,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",6.98970879855134,3.34936511574289,0.85,17.33,1.21941761010733,0.375722577840623,0.47,1.9,-0.462061208013972,0.37609819317342,-1.21,0.22,21.7684435391924,7.82936528013817,5.67,34.45,99.96575,99.96575,"GEOID99   "
"CRMS0683_2010","Intermediate","Calcasieu/Sabine",-93.66682,29.88977,2010,0,0.08,2.52,0.004,0,0.1219,0.7863,0.0091,0,0.0975,1.9756,4e-04,2.0735,33.2227,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",5.86581114534419,2.35301124469609,1.82,11.64,1.23065099101698,0.360244101253212,0.56,2.23,0.142287128599416,0.360395790903841,-0.53,1.15,22.7709554375988,7.45501730659273,4.49,40.09,91.75799,92.23744,"GEOID99   "
"CRMS0684_2010","Brackish","Calcasieu/Sabine",-93.82308,29.81719,2010,0,0,3.56,0,0,0,0.6522,0,0,0,2.3255,0,2.3255,46.1562,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",7.90467097012353,4.86888266469219,0.14,20.91,1.176891698674,0.52614190263206,0.07,3.06,0.170563962906696,0.526572870912468,-0.94,2.05,21.8399450242453,7.9923868821409,0.07,39.18,97.31735,96.55251,"GEOID99   "
"CRMS0685_2010","Saline","Calcasieu/Sabine",-93.38557,29.88977,2010,0,0,3.2,0,0,0,0.7345,0,0,0,2.3688,0,2.3688,46.9174,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",15.7261303706036,4.93719365595336,3.38,25.8,1.10471923679052,0.585106462539471,-0.18,3.14,-0.325645752020364,0.585270091136566,-1.61,1.71,22.6686780040436,8.14490379479317,0.04,38.32,93.51598,93.51598,"GEOID99   "
"CRMS0687_2010","Saline","Calcasieu/Sabine",-93.35432,29.94058,2010,0,0,3.12,0,0,0,0.7162,0,0,0,2.2067,0,2.2067,42.1196,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",16.4384060312989,5.94577153884979,2.82,26.93,1.24001941068634,0.764786104764154,-1.45,3.74,-0.230206667995163,0.764887259436587,-2.92,2.27,21.970577201626,8.29916923605704,0.24,39.1,99.97717,99.97717,"GEOID99   "
"CRMS0691_2010","Fresh","Calcasieu/Sabine",-93.10432,29.96235,2010,0,0,2.52,0,0,0,0.9814,0,0,0,2.4798,0,2.4798,36.4937,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",NA,NA,NA,NA,0.918752219079187,0.466397671453037,0.07,2.09,0.260536393574424,0.466720016556594,-0.59,1.44,NA,NA,NA,NA,0,90.02283,"GEOID99   "
"CRMS0693_2010","Intermediate","Calcasieu/Sabine",-93.63557,29.89703,2010,0,0.16,3.02,0.224,0,0.1097,1.4112,0.1128,0,0.1756,4.2366,0.0488,4.461,65.4908,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",5.64851412092907,2.4611732278928,1.38,10.29,1.35812254741025,0.167061667546259,1.02,1.82,0.769078587798137,0.165881501354859,0.43,1.23,22.7751647806081,8.08873131425641,0.47,38.92,48.09361,79.16667,"GEOID99   "
"CRMS0694_2010","Intermediate","Calcasieu/Sabine",-93.54182,29.88251,2010,0,0,2.652,0,0,0,0.762,0,0,0,2.0729,0,2.0729,29.753,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",9.69263939478044,4.61714316052247,2.07,19.94,1.25549852178482,0.310269249598063,0.54,2.24,0.413108035300835,0.311145473291629,-0.3,1.4,21.7745941013069,8.50870372646444,0.12,42.25,81.48402,84.95434,"GEOID99   "
"CRMS0697_2010","Intermediate","Calcasieu/Sabine",-93.66698,30.06418,2010,0,0,3.44,0,0,0,1.1674,0,0,0,4.0269,0,4.0269,61.9268,2010,"1/1/2010 12:00:00 AM","12/31/2010 11:00:00 PM",4.08788973724562,2.7223842332515,0.21,11.64,1.25424985303208,0.469468524027445,0.5,2.84,-0.103062757002381,0.469657604123737,-0.86,1.49,21.6953536639395,7.83410571631671,2.68,37.24,97.31735,97.31735,"GEOID99   "
